tag_03777_00864536182|dalypppy patiddduvitttu JeYalalidAvukkku eedirAka viJaYY aaRikkky eeduvumm veLiYitttArA eexxRu paYapppata vEnntAmm
tag_03191_01475846989|pudaxx NaxxRAka aamyYapp peRRRavarrkaLL cuYamAka muxxxERuvArrkaLL
tag_01818_00712982221|NOYYkaLL poduvAka cUzall marapanu lyqqppsstyll pazakkkavazakkkaggkaLL AAkiYavaRRRAll uuruvAkiRadu
tag_03762_00278253262|iiYakkkuxarr pAlacccaNNdarukkku iiranntAYiradddu padddAmm AAnntukkkAxa dAdAcAkepp pAllkE virudu
tag_01818_02121502033|aamerikkkAvixx AALilllA vimAxamm ooxxRy IIrAxx kypppaRRRiYadu
tag_08228_02107922170|ooru cilarr daxakkku mudaxx mudalill kallvi kaRRpiddda AAciriYary vAzzNALL muzuvadumm pukazzNNdu pEcuvArrkaLL
tag_01424_00615571218|cArr maxxxaxx AARAmm iivAXixx eelummpukaLL rahhYAvill kanntupitipppu
tag_09162_01367480491|vItu dEti telivari ceYYYumm aamEcAXixx kuttti vimAxamm
tag_01181_02046335232|pAtakarr kOvaxukkku eedirAxa damizaka aaracixx maxuvy daLLLupati ceYYdadu uuccca NIdimaxxRamm
tag_01469_01545077488|aammpANNdOttty makiNNda rAJapakk‌hE duRymukadddill datyYAkaviruNNda kaRRpARy aakaRRRapppatttadu
tag_03191_01363031524|porudddamilllAda ooruvary dirumanamm ceYYdu kahhtapppatuvadyvita dirumanamm ceYYYAmalE iiruNNduvitalAmm
tag_05632_00688472002|uuggkaLL iilakkku iitapppakkkamirukkkumm.
tag_09162_01318439998|mE eetttu uulaka cejjciluvy dixamm
tag_04140_00806957814|NAxx padill collla virummpavillly
tag_01469_01360386342|YEmaXiYa kiLarrccciYALarrkaLL kypppaRRRiYa iitaggkaLy mItttuLLLadAka cavudi aarEpiYA aaRivipppu
tag_09674_00400192057|iiravill kOlamituvadydd davirrkkka vEnntumm
tag_03777_01420875843|piLamiggkO paRavykaLukkku kAllkaLL maRRRumm vAYY‌pppakudi civapppu NiRadddilumm uutall pakudi veLLLy NiRadddilumm iirukkkiRadu
tag_09162_00594267093|iiNNdiYakk kANNdiYavAdi aannnA HacArE uunnnAviradadddykk kyvitttArr
tag_05557_02048288446|kanavaxx ooru kELLvi kEtttAll aadaRRku maxyvi colllumm padilumm maxyvi ooru kELLvi kEtttAll aadaRRku kanavaxx colllumm padilumm mukkkiYamAxadu
tag_01818_01887393801|caka maXidarrkaLAll kAriYadddaty EERRpatumA
tag_01424_01160121156|kirakaggkaLL eexxRu coxxxAll aaNNda kirakaggkaLL eeNNda Nattcadddiradddill iirukkkiRadu eexxRu pArrkkka vEnntumm
tag_01181_00826408363|pudaxx NaxxRAka iiruNNdAll aavarrkaLL AAYYvupp patipppukaLL mERRkoLLvArrkaLL
tag_03762_02136288423|pAlassdIxadddukkku YuxesskO muzumyYAxa aaggkIkAramm
tag_05632_00046001893|ooru mylill
tag_01181_01122466522|makaxukkku veLiNAtttill vEly kitykkkumm
tag_03777_00364293220|NOkkkiYA mykkrOcApptt uutaxx iinyNNdu ceYallpata mutivu
tag_03191_01928090699|kAxA aamerikkkAvy vexxRu kAll iiRudipppOtttikkkudd dakudi peRRRadu
tag_09162_00524819244|kataxx cumyYuLLLa NAtukaLill iiNNdiYAvukkku yyNNdAvadu iitamm
tag_08228_02053844530|cexxxyYill matttumm eeNNdiraxx dirypppatamm mupppadu diryYaraggkukaLill veLiYAkiRadu
tag_09674_00091347510|vazakkkamAxa kkrymm ddrilllariliruNNdu peridumm mARupatttadu di cylaxxss
tag_09162_01622715395|eeNNdapp patamm NatidddAlumm uulaka OOtttamm OOtukiRadu
tag_09162_01204397852|eekippdixx pudiYa piradamarAka muxxxALL piradamarr kamAll kaxxcUri NiYamaxamm
tag_07925_01609276410|patamumm mikappperiYa veRRRiYy peRRRadu
tag_01469_00567133315|kiraka dOhamm uuLLLavarrkaLL aaxyvarumm civaxy vazipatttAll pOdumm eexxRu kURa mutiYAdu
tag_08228_00465524580|cexxxy pAkkss AApiss mudalitadddill daggkamakaxx
tag_01469_01018481660|cexxxy mANakarAttci iiranntAYiradddu padixyNNdAmm AAnntu iiNNdiYAvixx mikappperiYa poruLAdAra myYadddill NAxxkAvadu iitadddypp pitidddadu
tag_01469_00382103377|cOviYadd kAladddu pukazz peRRRa cily mInntumm mAsskO vaNNdadu
tag_07925_00328151993|aamerikkkAvill kaLykkkollli eedirrpppu mIdddiRaxx kaLykaLL paYirrkaLydd dAkkkukixxRaxa
tag_01469_00030859475|yyNA maXida uurimykaLL AAnyYarr NavaNIdamm piLLLy YAzzpppAnamm paYanamm
tag_08228_00765783252|cimmraxx cIXiYarr Natiky eexxRAll rammYA kiruhhnaxx cUppparr cIXiYarr
tag_01818_01764707071|cilarr uuggkaLL mIdu aavadURu vazakkkukaLL dotara vAYYpppirukkkiRadu
tag_05557_01859352772|cexxxy mettrOraYill mEmmpAladddill dI vipadddu
tag_03191_00641438749|iiNNdiYAvill manikkku padixyNNdu pErr daRRkoly ceYYdukoLLvadAka aaracu derivipppu
tag_01469_00312403720|ooru katttadddill JimmpAppvE aani aaRupadddi eetttu raxxkaLukkku yyNNdu vikkketttukaLy iizaNNdu datumARiYadu
tag_01181_00150369286|eepppatipp pArrdddAlumm ooru perumm doky uutaxatiYAka Natikarr caggkadddukkku dEvypppatukiRadu
tag_03762_00278735540|damizakamm eedirrkoLLLavirukkkumm vidddiYAcamAxa dErrdall
tag_03837_00622636449|iiranntAYiradddi padixoxxRu yykkkiYa NAtukaLL poducc capykk kUtttamm AArammpamm
tag_08228_01710202025|paggku caNNdykaLill ditIrr carivu
tag_01469_00289818498|EEpprall paxxXiranntu uulaka vAxx paYana dixamm
tag_06418_00822416046|cepptammparr eetttu uulaka eezudddaRivu dixamm
tag_03837_00428685938|mUlamm Nattcadddiradddypp poRudddavary AAXi mUlamm aaracALumm pixx mUlamm NirrmUlamm eexxRu kURapppatttuLLLadu
tag_01469_01206544537|deluggku iiNNdi eexa eeNNdamozi pataggkaLill NatidddAlumm iiNNdiYA muzuvadumm uuLLLa racikarrkaLukkku NAxx ooru NatikarAkadddAxx derikiRExx
tag_01818_02025896687|cUriYaxycc cuRRRi varumm pudiYa puRakkkOLL kanntupitipppu
tag_03837_00377968099|uulakill panakkkArarrkaLL aadikamm uuLLLa NAtu kadddArr
tag_09674_01459705915|poduvAka dirumanamm eexxpadu eelllOrutyYa vAzzkkkyYilumm UUrr uulakadddukkku deriNNdudAxx Natakkkumm
tag_01469_00088223995|Natiky rOJAviRRku catttacapyYill paggkERRka OOrAnntu daty
tag_03762_00170013877|pudidAka varumm iiLamm iicyYamypppALarrkaLL
tag_07925_00169227681|mE mUxxRu uulaka cakkdi dixamm
tag_01424_01792291550|AAssttrEliYAvukkku aatuddda patiYAka rahhYAvill daRRpOdu vepppa aaLavu katumyYAka aadikariddduLLLadAka AAYYvukaLL derividdduLLLaxa
tag_01181_01383276436|aalykkkaRRRy UUzall panadddiRRkumm eeggkaLukkkumm cammpaNNdamillly dolykkkAttci NiruvAkamm maRupppu
tag_01181_01748973096|Nata‌kkka mutiYAdava‌rrka‌LL ‌cilary aa‌NNda va‌ziYAka va‌NNdava‌rrka‌LL da‌ggkaLadu vAkaxa‌dd‌di‌ll EE‌RR‌Ri UU‌ttti mu‌kk‌kiYa cAly‌kkku ko‌nntu va‌NNdu ‌vi‌tttaxa‌rr
tag_03777_00989894986|keYYll rilyYaxxss uuLLLittta NiRuvaxaggkaLumm paggku vilycc carivycc caNNdidddaxa
tag_04140_01782716549|uuggkaLL kunaggkaLy vERu YArukkkAvadu mARRRikk konntIrrkaLA
tag_07879_01242971471|kurupakavAXixx vakkra kAla paYanamm
tag_03191_02040466390|uutaxatiYAka Natikarr caggka katttitadddy katttiYAka vEnntumm
tag_04140_01921734131|iiNNdOxEciYAvill eetttu pErukkku maranadanntaxy NiRyvERRRapppatttadu
tag_09674_00464941068|EEpprall ooxxRu mutttALLkaLL dixamm
tag_09162_01937243755|UUzall pukAry aatudddu kuvydd aaracu padavi vilakiYadu
tag_08288_01161923961|vAtikkkyYALarrkaLixx eennnikkky kuRyYumm
tag_08228_01095260940|camIpadddill eexxXitamm vaNNda ooruvarixx JAdakadddypp pArrdddadill aavarr AAciriYarr panikkku ciRapppAxa Naparr eexxpadu deriYavaNNdadu
tag_08288_01353726882|cakArA pAlyvaxapp pakudiYiliruNNdu cUriYa AARRRall mUlamm yyrOpppAvukkku mixxcAramm
tag_01409_01715255065|daggkakk katadddaly datukkka pudiYa catttaggkaLL piRapppikkkapppatumm
tag_03777_00170412218|kUtudall dakavall iidu pEYY patamm
tag_01818_00734176113|pala muxxxani viLyYAtttu vIrarrkaLixx JAdakadddypp pArrdddadill iidill uunnmy iirupppady kanntaRiNNdOmm
tag_03762_00131671026|pAmmpaxx pAladddill iixxRu mudall padixARAmm dEdi vary raYillkaLL cellla datyvidikkkapppatttuLLLadu
tag_01181_01270845215|sskExx eetukkkummpOdu iicy maxaNilyYy mARRRumm
tag_01424_00428589793|modddamAka NURRRi iirupadu dixaggkaLL
tag_03191_01326945414|eexxxa Nattcadddiramm eexxRudAxx kEttkapppatukiRadu
tag_07925_02054973048|aamerikkkapp patyYixx katyci iirAnuvakk kuzuvumm IIrAkkkiliruNNdu cexxRadu
tag_05935_00348437902|diruccci Nakarixx mukkkiYa aatyYALamAka dikazumm pell NiRuvaxamm NARRpadu varutaggkaLL iiYaggki varukixxRadu
tag_00929_00212721317|vunntarrpArr NiRuvaxadddAll civakArrdddikEYaxukkku cammpaLamm kotukkka mutiYavillly
tag_01181_00383937684|JOdita rIdiYAka parikAramm iilllAda vihaYamm eexxRu eeduvumillly
tag_03762_00953639144|iinyYadaLadddill veLiYAxa kapAli pAtall kAttci patakkkuzuvixarr aadirrccci
tag_08228_00558565186|aakktOparill eezuNURu kOtiYy eetttumm uulaka makkkaLL doky
tag_06418_00635038544|NidAxamAka AAtiYa maRRRoru dotakkka AAtttakkkArarr cipApA NARRpadddi iiranntu raxxkaLL eetudddArr
tag_09674_00124768372|vyky AARRRixx karyYORa makkkaLukkku iiranntAmm kattta veLLLa aapAYa eecccarikkky
tag_03777_01880942773|malEciYAvill kanida aaRiviYall pAtaggkaLL malE moziYill kaRRpikkkapppatumm
tag_07925_00769529091|JUxx yyNNdu cukAdAra dixamm
tag_03837_00781206054|iiNNdiYa aani NURRRu iirupadddi NAxxku raxxkaLL eetudddu aapAra veRRRi peRRRuLLLadu
tag_07925_01671807239|Natikarr caggkadddy kAnavillly Natikarr caggkadddy kattta vEnntumm eexxRu colllidddAxx pAnntavarr aani dErrdalill iiRaggkiYadu
tag_08288_01154187906|ciliYill perumm NilaNatukkkamm
tag_01818_00181508237|AARu vAraggkaLL mutivill kanicamAxa kOtikaLutaxx yyNNdAvadu iitadddill vEdALamm uuLLLadu
tag_01181_00665306766|kAkkkA muttty dirypppatamm iiNNdiYa ciXimAvukkkAxa makutaxx
tag_05632_01741948007|pixxxarr
tag_00023_00521679466|kOvillkaLill aarrcccaxy ceYYYummpOdu kUta uuggkaLutyYa cAdi eexxxa eexxRu kEttkapppatuvadillly eexxxa Nattcadddiramm eexxRudAxx kEttkapppatukiRadu
tag_00929_01479207795|iijjci iitupppazakiYill Natidddadu eepppatiYiruNNdadu
tag_09674_01665393326|duxIciYAvixx eedirrkkkattcidd dalyvarr cutttukk koly
tag_09674_00813281029|mUkkku paRRRi EExx aadikamAkacc collkiRExx eexxRAll NAcidAxx cAmudddirikA lattcanadddill piradAxamm
tag_01181_01646739452|iiranntAYiradddu paxxXiranntu AAssdirEliYa diRaNNda cuRRRu AAnnkaLL iiRudipp pOtttiYill JOkkkovicc veRRRi
tag_03777_01400960853|eexxxutyYa aatuddda patamm kadykkku mukkkiYaddduvamm uuLLLadAka iirukkkumm
tag_03777_01831893245|eeNNdiraXill canntykk kAttcikaLL iiruNNdAlumm raJiXiYixx piRa pataggkaLyvita risskk kuRyvu
tag_01818_00253808579|NAxx ooru penn matttummdAxx eexxRu NixykkkiRArrkaLL
tag_01181_00057306785|NALL ooxxRukkku mupppadu kilO mItttarr dolyvukkku cAly aamykkka aaracu ditttamitttuLLLadAkavumm Nidixx kattkari derividdduLLLArr
tag_01818_00225807291|lakkxAdipadi rAciNAdaxx AAkiYa iiruvarumm NaxxRAka iirukkka vEnntumm
tag_01818_01076767067|NaliNNda NAtaka kalyjarrkaLukkku uudavidd doky uuLLpata calukykaLumm uuRudi ceYYdAka vEnntumm
tag_01818_02108144019|aapAramAka AAtiYa virAtt kOli NURRRu paxxXiranntu paNNdukaLill NURu raxxkaLy kataNNdArr
tag_07925_00915566238|iiranntAYiradddu padixoxxRu uulakakkkOpppy dutupppAtttamm kAliRudi mERRkiNNdiYadddIvukaLL veRRRi
tag_01469_00306986461|kArydIvill damizzcc cemmmozi vizA
tag_08228_00009944516|hExx vArrxx yypieell pOtttikaLill iiruNNdu OOYYvetukkka mutivu
tag_05935_01703439356|dakudiYumm virupppamumm uuLLLavarrkaLitamiruNNdu vinnnapppaggkaLL varavERRkapppatukixxRaxa
tag_03837_00946311311|aaJidddixx Natipppu eepppati
tag_00929_01707882047|dAggkaLAkavE muxxvaNNdu uudavi ceYYda raJiXi racikarrkaLL iiYakkkuxarr poxxrAmm Nekizzccci
tag_01424_01216615626|YArAvadu damizill pEcixAll OOraLavu puriYumm
tag_09162_01327139110|pAkupali pOxxRa piramAnnta kaxavukaLukkku eeNNdiraxE aatidddaLamm
tag_08288_00238985575|EEtaxx vaLykutAvill kataRRkoLLLyYy muRiYatidddadu malEciYakk kataRRpaty
tag_01469_00308006675|pirEcilill mEmmpAlamm iitiNNdu vizuNNdadu iiranntu pErr pali
tag_01424_01359485339|pAkkdAdd dotarrkunntu vetipppill NURRRu iirupadddi AARu pErr pali
tag_09674_01221744228|dakAda NattpukaLyYumm davirrpppadu Nallladu
tag_09162_00920095445|camUkadddixx mIdumm cixxxa cixxxa kOvamelllAmm vaNNdu NIggkumm
tag_05632_01328020801|YU-vaLyvill cellka
tag_08228_01389576765|veXicuvElAvill aaxyvarukkkumm vItu
tag_03191_01526248912|meYixx aaruvikkkary pakudiYill ka‌tttata‌mm ka‌ttta AAlOcaxy Natadddapppatttu varukiRadu
tag_08228_01792852580|aadivEkamAka vepppamaYamAkumm AArrkktikk duruvamm
tag_03837_01665569659|aamerikkkAvill pAsstaxx mArAdddAxx pOtttiYill iiratttykk kunntuvetipppu mUvarr uuYirizapppu
tag_08288_01678817809|dEry podupp pAdyYill konntu cellla ooru darapppixarr eedirrpppudd derividdduLLLaxarr
tag_05632_00815058503|NURRRi yymmpadu keJadddill
tag_01181_00708975658|mUxxRu pAkaggkaLilumm iivarrkaLL Natidddaxarr
tag_03777_00420241675|kiYUpAvill iirattty NAnaYa muRy vilakkkikk koLLLapppatavuLLLadu
tag_09674_00371035915|vimAxa vipadddill kolllapppattta iiNNdiYa iirAnuva vIrarixx uutall kanntupitikkkapppatttadu
tag_09162_00242890313|ooru NALL aavarutyYa UUrill aaNNdamAxx kAdali eexxRa NAtakadddy aaraggkERRRixArrkaLL
tag_08288_01989162470|IIrAxukkkedirAxa yykkkiYa NAtttu capyYixx mUxxRAvadu poruLAdAradd daty
tag_05935_01980363443|aamerikkkA cudaNNdiradEvi cilyYypp pOll maduryYill damizzdddAYY cily JeYalalidA aaRivipppu
tag_01469_02115672471|vikkkilIkkss rakaciYaggkaLy veLiYitttadu kuRRRamillly tEXiYall eellssperrkk
tag_01424_00849444838|aaxydddulaka kuRRRaviYall NIdimaxxRamm mIdu AApppirikkka ooxxRiYamm kuRRRacccAtttu
tag_03191_01927190344|vERu pataggkaLill haggkarr kavaxamm celudddixArr
tag_01818_00830369549|maxOramA aavarrkaLL AAYiramm pataggkaLukkkumm mEll Natidddu mAperumm cAdaxypp patyddduLLLArr
tag_03777_02134864166|mArrcc iirupadddi eetttu uulaka kAllNaty maruddduva dixamm
tag_08228_00826211428|karrNAtaka aaracu kAviri AARRRixx kuRukkkE mEkadAdu eexxRa iitadddill pudiYa aany kattta mutivu ceYYduLLLadu
tag_01424_01051042015|iisslAmukkku madamm mARiYa penn iilaggky aaracukkku eedirAkakk kuRRRamm puriNNdadAkakk kydu
tag_01181_00332414667|poduNalavAYadd dalyvarrkaLixx mANAtu iilaggkyYill NatypeRuvadu kuRidddu kaxatA aadirrccci
tag_09162_00371213299|YUrO valaYadddixx padixetttuvadu uuRupppu NAtAka lAddviYA iinyNNdadu
tag_07879_00245119053|dAggkaLAkavE muxxvaNNdu uudavi ceYYda raJiXi racikarrkaLL iiYakkkuxarr poxxrAmm Nekizzccci
tag_01469_00231950015|dirupppadi veggkatAJalapadiYy daricaxamm ceYYYa iinyYadaLamm mUlamAka muxxpadivu
tag_03191_02062257742|paggkucc caNNdy kuRiYItttu eenn carivu!
tag_01181_00570681376|NAxx eexxxutyYa cakOdariYutaxx iinyNNdu dirumanaggkaLy poRupppERRRu Natadddikk kotukkkumm dozilyYumm ceYYdu varukiRExx
tag_08228_00969422355|kO‌vilu‌kkku‌ ce‌llla mutiYAda aaLa‌vi‌RRku mazy ‌‌NI‌rr ve‌LLLa‌mm pOla cUzzNNdu‌LLLadu
tag_03777_00064283651|daRRkAladddu mozikaLL mIdAxa aamm moziYixx dAkkkamm mikavumm periYadu
tag_07879_01400142579|piritttAXiYapp piradamarr tEvitt kEmaraxx aammriddcarr patukolykaLy Nixyvu kUrrNNdArr
tag_03777_00549213225|vata katalOra mIxavarrkaLL mikuNNda kavaxadddutaxx katalukkkuLL cellla vEnntumm
tag_09162_00061219626|dUnntilutaxx kAdddirukkkumm aamIrr
tag_01181_02104322810|cikksspEkkkukkkAka pala mAdaggkaLL kahhtapppatttExx
tag_01469_00693567733|Jaxavari iirupadddi AARu uulaka cuggka dixamm
tag_01181_01301153284|vizuNNdu kitakkkumm riYall eesstEtt veLiNAtttu NiRuvaxaggkaLixx mudalItukaLAll cUtu pitikkkumm
tag_07925_01553716209|litaxx dAss maRRRumm Nacirr Hucyxx AAkiYOrr matttumm kuRipppitumm vakyYill viLyYAti aarycadamm aatidddaxarr
tag_03777_01407521485|aadikAlyYill OOsOxx vAYukkkaLL aadikamm veLiYERumm
tag_08228_01923363626|vinnveLiYill uuLLLa kazivukaLy aakaRRRa ssvittcarrlANNdu ceYaRRkykkkOLL daYArikkkiRadu
tag_01181_01746554482|maniraddxadddixx mwxarAkamm patadddill penn pArrkkka varumm mOkaxx vItttill kAdddirukkka mazyYill uuRRcAka Nataxamm pOtuvArE rEvadi
tag_00929_00760813236|NEpALakk kOvill diruvizAvill mUxxRu iilattcamm AAtu mAtukaLL paliYitapppatttaxa
tag_01818_01091985686|cexxxy mANakaramm dexxXiNNdiYa NakaraggkaLill mukkkiYa varrdddaka myYAmAka viLaggki varukiRadu
tag_01469_00710201305|cuvAggkirAYixx eedirrpppy cimmpAppvE aadiparr NirAkaridddArr
tag_03762_00341070604|aaxurAdapuramm ciRyYill kAvallduRyYixarr dupppAkkkicc cUtu mUvarr uuYirizapppu
tag_05557_01601574176|parOtA vaggkiYill padddAmm vakupppu dErrccci peRRRavarrkaLukkku vEly vAYYpppu
tag_00929_00081963940|damizakadddill iiddditttadddiRRkAka kAviripp patukyYy aazikkka muYallvadu kanntikkkadd dakkkadu
tag_08288_01828269659|vIramm patamm mutiNNdadumm uutaxE aatudddapp patamm pannnalAmm eexxRu aaJidd uuggkaLitamm kURixArr
tag_01181_01912845657|cIxapp pudddAnntu kaLykatttiYadu AAciYA
tag_01181_00607365263|pazyYa diYAkikaLixx pataggkaLumm rUpAYY NOtttill iitamm peRumm
tag_07925_00383628747|JOdita rIdiYAka parikAramE iilllAda piracccaxy eexxRu eeduvumm kityYAdu
tag_05557_00006276031|pixxxarr mArrtixx kappdilumm padixyNNdu raxxkaLill veLiYERixArr
tag_01181_01975239236|daXiYArr NiRuvaxaggkaLL valuvatyYumm
tag_01181_00934880025|oollliYAkavumm iilllAmall uuYaradddiRRku EERRRa cadypppitippputaxx iirupppArrkaLL
tag_07925_00765586125|Jaxavari iirupadddi NAxxku dEciYa penn kuzaNNdykaLL dixamm
tag_05557_00073765987|aaxydddudd duRykaLilumm pAtaddditttaggkaLL mARRRiYamykkkapppatumm
tag_09162_01388150471|AApppiLL NiRuvaxadddixx moddda madipppu NURRRu eezupadu pillliYaxx cumArr padixORu iilattcamm kOti tAlarr AAkumm
tag_01818_01242665102|cexxxyYill dEvi kAmmppLakkss vissvarUpadddy veLiYita‌dd daYArAkavumm AArrvamAkavumm iirupppadAka aaRividdduLLLadu
tag_05935_00019817980|iiNNdiYa pArALumaxxRamm iiru cattta aavykaLykk konntuLLLadu
tag_03762_01642809597|pennkaLy madikkka vEnntumm iiLaggkOvaxukkku damizicy cavuNNdararAJaxx vAzzdddu
tag_03777_00585223400|dirumanadddukkku piRakumm eexadu kutummpadddill ooru ciXimA Nattcadddiramm dAxx iirukkka vEnntumm
tag_07925_00571350402|iiculAmm madadddiRRku mARixArr iicyYamypppALarr Yuvaxx caggkarr rAJA
tag_00023_01871221485|NARRpadddi ooxxRu damizaka mIxavarrkaLy vituvikkka Natavatikkky eetukkka vEnntumm
tag_03191_00279066301|cOviYadd kAladddu pukazz peRRRa cily mInntumm mAsskO vaNNdadu
tag_03762_00198884222|cOmAliYA NAtALumaxxRamm mIdu pOrALikaLL mOtttArr dAkkkudall
tag_01469_01401113059|aaxuhhkAvixx kunntudd dORRRamm aapppatiYexxxa patadddill colllapp pOkiRArrkaLL eexxRa eedirrpArrpppy EERRpatudddiYirukkkiRadu
tag_06418_00457115486|kumari katall pakudiYill NERRRu muxxdixamm NilykonntiruNNda kuRyNNda kARRRazuddda dAzzvuNily mERRku NOkkki NakarrNNdadu
tag_03777_00212666553|vEdALamm pArrddda pixx eexxxa coxxxArr
tag_03777_01560482560|ciRukOLL ooxxRill mudaRRdatavyYAka paXikkkattti kanntupitikkkapppatttadu
tag_01469_00438647567|aaxydddudd darapppixarukkkumm iiNNdapp patamm kanntipppAkapp pitikkkumm
tag_03777_01144602937|aamerikkka AArammpapp paLLLiYill dupppAkkkicc cUtu iirupadu mAnavarrkaLL uuttpata iirupadddi EEzu pErr uuYirizapppu
tag_09162_00295600617|paggku caNNdy varrdddakadddill IItupata daty cepi
tag_01424_02078289413|cepptammparr padixARu uulaka OOcOxx dixamm
tag_08228_00347547400|ce‌xxxyYy aatu‌dddu‌LLLa makApa‌lipura‌dd‌di‌ll uu‌LLLa kata‌RRkary kO‌vilyYu‌mm da‌nn‌nI‌rr ‌vi‌tttu vy‌kkka‌vi‌llly
tag_01818_01329987077|vipadddu kuRidddu aaRiNNda mIttpukk kuzuvixarr cammpava iitadddukkku viryNNdu vaNNdu mIttpu paniYill IItupatttaxarr
tag_09162_01759425783|karuggkalllill NAdacuramm vativamydddu NAmakkkall ciRRpi cAdaxy
tag_09162_01363194047|mAdamm iirupadddi NAxxku lattcaggkaLL varumAxamm varumm eexxkiRArrkaLL
tag_03777_00491054914|JAdaka porudddamm eexxpadu mikuNNda aavaciYamAkiRadu
tag_03777_00877942030|aannty mANilapp punnniYa ssdalaggkaLL cexxRu varuvIrrkaLL
tag_01469_00346678623|mUxxRAvadumm ooru NAYaki iirukkkiRArr
tag_00023_00397654232|vAXiYall AArAYYccciYill cUriYa manntalamm maRRRumm caXimanntalamm kuRiddda aadicaYaggkaLL kanntaRiYapppatumm
tag_09162_01560861204|paggku mOcatiYill IItupattta rAJJ radddixadddiRRku padixoxxRu AAnntukaLL ciRydddanntaxy
tag_06418_00506582261|eexadu dAdddA kAladddill iirupadddi ooxxRu porudddaggkaLL pArrpppArrkaLL
tag_03777_00399531462|JUly padixoxxRu uulaka makkkaLL doky dixamm
tag_09674_00166963930|NiYUcilANNdu JimmpAppvE aanikaLukkku iityYEYAxa iiranntAvadu ooruNALL pOttti HarArE sspOrrttss kiLapp mydAxadddill NatypeRRRadu
tag_08228_01182994971|aalykkkaRRRy oodukkkItu UUzall vazakkkill kaXimozi mIdu kuRRRapppadddiriky
tag_09674_01705320539|vyky AARRRiRRku ooxxpadu duny AARukaLL uuLLLaxa
tag_05632_00622817383|NURu mItttarill
tag_01818_00084688803|viJaYYYy katalill daLLLiYa eessEE
tag_09674_01044047082|Jaxavari iirupadddi yyNNdu dEciYa vAkkkALarr dixamm dEciYa cuRRRulA dixamm
tag_04140_00137726355|NEpALa NakaraggkaLill vELLvi AAtukaLukkkudd datttupppAtu
tag_09674_00473158346|ppLAsstttikk carrJari duRy NavIxamAkumm
tag_05935_01947334923|mixxcAra raYilill iiruNNdu davaRi vizuNNda iiLyjarr pali
tag_01181_01643290594|vaggkALadEca aani iiggkilANNdy vexxRadu
tag_01409_00226047037|daRRkolydd dAkkkudalill cOmAliYa aamycccarr kolllapppatttArr
tag_01515_01090617927|EEmaXill pOrALikaLukkkumm rAnuvadddiRRkumm iityYill katumm cannty
tag_05632_02089954198|yyNURu aatiYill
tag_08228_01778878475|pAdiYilEYE NixxRu pOxa katttita vElykaLy iiXi muzu mUcccutaxx mutipppIrrkaLL
tag_01424_00347451522|NAxx mudalill raJiXiYixx dIvira racikaxx
tag_00929_01254063137|pErAciriYarr periYArrdAcaxx iiculAmm madadddydd dazuvixArr
tag_01469_00987931864|katApiYixx muxxxALL pulaxAYYvudd dalyvarr mUridddAXiYAvill kydu
